"cor_v","p_v","cond","meths","ex_o","ex_m","TM"
0.866025403784439,0.00542395034130872,"Z KO","CF_MTR - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_MTR - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","TRIMER",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","GIMME - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","GIMME - FVA (min)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","GIMME - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_S - FVA (min)",3200,3200,"TM_1"
0.592999453328881,0.121287022477112,"A KO","CF_S - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_S - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_MTR - FVA (min)",3200,3200,"TM_1"
0.592999453328881,0.121287022477112,"A KO","CF_MTR - FVA (max)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_MTR - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","TRIMER",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","GIMME - FBA",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","GIMME - FVA (min)",3200,3200,"TM_1"
0.169030850945703,0.689052226443965,"A KO","GIMME - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_S - FVA (min)",3200,3200,"TM_1"
0.654770229717306,0.0780694058107198,"X KO","CF_S - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_S - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_MTR - FVA (min)",3200,3200,"TM_1"
0.654770229717306,0.0780694058107198,"X KO","CF_MTR - FVA (max)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_MTR - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","TRIMER",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","GIMME - FBA",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","GIMME - FVA (min)",3200,3200,"TM_1"
0.281718084909506,0.499061379629923,"X KO","GIMME - FVA (max)",3200,3200,"TM_1"
