"cor_v","p_v","cond","meths","ex_o","ex_m","TM"
0.281718084909506,0.499061379629923,"B KO","TRIMER",320,320,"TM_1"
0.281718084909506,0.499061379629923,"B KO","GIMME - FBA",320,320,"TM_1"
0.281718084909506,0.499061379629923,"B KO","GIMME - FVA (min)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"B KO","GIMME - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_S - FVA (min)",320,320,"TM_1"
0.963624111659432,0.000117072914607713,"E KO","CF_S - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_S - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_MTR - FVA (min)",320,320,"TM_1"
0.866025403784439,0.00542395034130872,"E KO","CF_MTR - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","CF_MTR - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","TRIMER",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","GIMME - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","GIMME - FVA (min)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"E KO","GIMME - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_S - FVA (min)",320,320,"TM_1"
0.963624111659432,0.000117072914607713,"Z KO","CF_S - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_S - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_MTR - FVA (min)",320,320,"TM_1"
0.866025403784439,0.00542395034130872,"Z KO","CF_MTR - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","CF_MTR - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","TRIMER",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","GIMME - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","GIMME - FVA (min)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"Z KO","GIMME - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_S - FVA (min)",320,320,"TM_1"
0.963624111659432,0.000117072914607713,"A KO","CF_S - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_S - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_MTR - FVA (min)",320,320,"TM_1"
0.866025403784439,0.00542395034130872,"A KO","CF_MTR - FVA (max)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","CF_MTR - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","TRIMER",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","GIMME - FBA",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","GIMME - FVA (min)",320,320,"TM_1"
0.169030850945703,0.689052226443965,"A KO","GIMME - FVA (max)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_S - FVA (min)",320,320,"TM_1"
0.901853335271007,0.00219299356842887,"X KO","CF_S - FVA (max)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_S - FBA",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_MTR - FVA (min)",320,320,"TM_1"
0.901853335271007,0.00219299356842887,"X KO","CF_MTR - FVA (max)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","CF_MTR - FBA",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","TRIMER",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","GIMME - FBA",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","GIMME - FVA (min)",320,320,"TM_1"
0.281718084909506,0.499061379629923,"X KO","GIMME - FVA (max)",320,320,"TM_1"
